date,region,district,population,ME-Fea,ME-Ang,ME-Sad,GH-Death
2023-07-01,Delhi,East Delhi,1700,0.61,0.45,0.73,22.0
2023-07-01,Delhi,North Delhi,3600,0.62,0.45,0.76,21.6
2023-07-01,Delhi,South Delhi,2700,0.6,0.49,0.79,21.2
2023-07-01,Gujarat,Ahmedabad,5600,0.45,0.32,0.54,13.9
2023-07-01,Gujarat,Rajkot,1300,0.42,0.33,0.52,14.2
2023-07-01,Gujarat,Surat,4500,0.43,0.32,0.56,14.1
2023-07-01,Gujarat,Vadodara,1700,0.43,0.29,0.58,14.3
2023-07-01,Karnataka,Bangalore,8400,0.51,0.33,0.62,16.4
2023-07-01,Karnataka,Hubli,950,0.47,0.33,0.56,15.8
2023-07-01,Karnataka,Mangalore,500,0.45,0.34,0.61,16.6
2023-07-01,Karnataka,Mysore,900,0.46,0.34,0.62,16.8
2023-07-01,Maharashtra,Mumbai,12500,0.54,0.36,0.76,19.4
2023-07-01,Maharashtra,Nagpur,2400,0.53,0.41,0.71,20.7
2023-07-01,Maharashtra,Pune,3100,0.55,0.36,0.68,20.4
2023-07-01,Maharashtra,Thane,1850,0.54,0.39,0.7,20.1
2023-07-01,Rajasthan,Jaipur,3100,0.48,0.37,0.58,15.9
2023-07-01,Rajasthan,Jodhpur,1000,0.48,0.41,0.64,17.1
2023-07-01,Rajasthan,Kota,1000,0.5,0.38,0.62,15.4
2023-07-01,Rajasthan,Udaipur,450,0.49,0.4,0.61,15.8
2023-07-01,Tamil Nadu,Chennai,7100,0.45,0.32,0.58,15.2
2023-07-01,Tamil Nadu,Coimbatore,1600,0.47,0.31,0.62,15.4
2023-07-01,Tamil Nadu,Madurai,1500,0.46,0.35,0.57,15.7
2023-07-01,Tamil Nadu,Salem,900,0.47,0.33,0.63,14.9
2023-07-01,Uttar Pradesh,Agra,1600,0.54,0.43,0.64,19.2
2023-07-01,Uttar Pradesh,Kanpur,2700,0.52,0.44,0.69,18.9
2023-07-01,Uttar Pradesh,Lucknow,2800,0.54,0.43,0.68,19.0
2023-07-01,Uttar Pradesh,Varanasi,1200,0.55,0.4,0.65,19.5
2023-07-01,West Bengal,Asansol,550,0.47,0.36,0.63,17.3
2023-07-01,West Bengal,Durgapur,600,0.52,0.34,0.64,17.2
2023-07-01,West Bengal,Howrah,1100,0.53,0.36,0.66,17.0
2023-07-01,West Bengal,Kolkata,4500,0.55,0.36,0.65,18.0
2023-07-02,Delhi,Central Delhi,1800,0.62,0.44,0.77,21.8
2023-07-02,Delhi,East Delhi,1700,0.64,0.45,0.73,21.1
2023-07-02,Delhi,North Delhi,3600,0.61,0.46,0.79,22.4
2023-07-02,Delhi,South Delhi,2700,0.63,0.42,0.78,21.2
2023-07-02,Gujarat,Ahmedabad,5600,0.44,0.31,0.6,13.9
2023-07-02,Gujarat,Rajkot,1300,0.43,0.32,0.58,13.8
2023-07-02,Gujarat,Surat,4500,0.42,0.33,0.55,13.3
2023-07-02,Gujarat,Vadodara,1700,0.42,0.29,0.54,14.4
2023-07-02,Karnataka,Bangalore,8400,0.48,0.33,0.6,16.4
2023-07-02,Karnataka,Hubli,950,0.45,0.34,0.62,16.3
2023-07-02,Karnataka,Mangalore,500,0.48,0.35,0.6,17.1
2023-07-02,Karnataka,Mysore,900,0.46,0.35,0.59,15.6
2023-07-02,Maharashtra,Mumbai,12500,0.53,0.4,0.7,19.8
2023-07-02,Maharashtra,Nagpur,2400,0.54,0.42,0.7,19.6
2023-07-02,Maharashtra,Pune,3100,0.58,0.37,0.71,21.3
2023-07-02,Maharashtra,Thane,1850,0.53,0.35,0.72,20.4
2023-07-02,Rajasthan,Jaipur,3100,0.47,0.39,0.64,16.5
2023-07-02,Rajasthan,Jodhpur,1000,0.52,0.36,0.62,16.0
2023-07-02,Rajasthan,Kota,1000,0.48,0.38,0.59,16.7
2023-07-02,Rajasthan,Udaipur,450,0.5,0.41,0.62,15.2
2023-07-02,Tamil Nadu,Chennai,7100,0.44,0.32,0.58,14.7
2023-07-02,Tamil Nadu,Coimbatore,1600,0.46,0.35,0.6,15.4
2023-07-02,Tamil Nadu,Madurai,1500,0.45,0.35,0.59,15.5
2023-07-02,Tamil Nadu,Salem,900,0.48,0.32,0.59,14.1
2023-07-02,Uttar Pradesh,Agra,1600,0.54,0.4,0.67,18.7
2023-07-02,Uttar Pradesh,Kanpur,2700,0.54,0.45,0.67,19.0
2023-07-02,Uttar Pradesh,Lucknow,2800,0.57,0.42,0.69,19.4
2023-07-02,Uttar Pradesh,Varanasi,1200,0.52,0.43,0.68,19.4
2023-07-02,West Bengal,Asansol,550,0.52,0.37,0.65,17.6
2023-07-02,West Bengal,Durgapur,600,0.5,0.38,0.66,17.4
2023-07-02,West Bengal,Howrah,1100,0.52,0.38,0.66,17.5
2023-07-02,West Bengal,Kolkata,4500,0.52,0.33,0.64,18.1
2023-07-03,Delhi,Central Delhi,1800,0.56,0.42,0.8,21.1
2023-07-03,Delhi,East Delhi,1700,0.58,0.43,0.79,20.7
2023-07-03,Delhi,North Delhi,3600,0.62,0.44,0.73,21.5
2023-07-03,Delhi,South Delhi,2700,0.6,0.41,0.78,21.8
2023-07-03,Gujarat,Ahmedabad,5600,0.41,0.3,0.55,14.5
2023-07-03,Gujarat,Rajkot,1300,0.44,0.32,0.54,14.4
2023-07-03,Gujarat,Surat,4500,0.44,0.32,0.51,14.2
2023-07-03,Gujarat,Vadodara,1700,0.43,0.34,0.55,14.7
2023-07-03,Karnataka,Bangalore,8400,0.49,0.36,0.63,17.0
2023-07-03,Karnataka,Hubli,950,0.5,0.35,0.61,16.6
2023-07-03,Karnataka,Mangalore,500,0.46,0.33,0.63,16.4
2023-07-03,Karnataka,Mysore,900,0.51,0.36,0.61,17.2
2023-07-03,Maharashtra,Mumbai,12500,0.57,0.38,0.71,20.5
2023-07-03,Maharashtra,Nagpur,2400,0.56,0.36,0.73,19.5
2023-07-03,Maharashtra,Pune,3100,0.61,0.43,0.68,20.4
2023-07-03,Maharashtra,Thane,1850,0.61,0.38,0.66,20.7
2023-07-03,Rajasthan,Jaipur,3100,0.52,0.41,0.6,16.1
2023-07-03,Rajasthan,Jodhpur,1000,0.5,0.4,0.61,15.7
2023-07-03,Rajasthan,Kota,1000,0.48,0.39,0.6,15.7
2023-07-03,Rajasthan,Udaipur,450,0.5,0.37,0.61,15.0
2023-07-03,Tamil Nadu,Chennai,7100,0.48,0.32,0.57,16.1
2023-07-03,Tamil Nadu,Coimbatore,1600,0.44,0.34,0.59,14.6
2023-07-03,Tamil Nadu,Madurai,1500,0.45,0.32,0.6,14.7
2023-07-03,Tamil Nadu,Salem,900,0.43,0.34,0.58,14.8
2023-07-03,Uttar Pradesh,Agra,1600,0.55,0.43,0.65,20.2
2023-07-03,Uttar Pradesh,Kanpur,2700,0.49,0.44,0.65,19.3
2023-07-03,Uttar Pradesh,Lucknow,2800,0.48,0.4,0.7,18.9
2023-07-03,Uttar Pradesh,Varanasi,1200,0.51,0.41,0.69,19.5
2023-07-03,West Bengal,Asansol,550,0.51,0.37,0.62,18.2
2023-07-03,West Bengal,Durgapur,600,0.46,0.35,0.65,17.2
2023-07-03,West Bengal,Howrah,1100,0.54,0.37,0.65,18.1
2023-07-03,West Bengal,Kolkata,4500,0.52,0.39,0.67,17.3
2023-07-04,Delhi,Central Delhi,1800,0.65,0.41,0.74,23.2
2023-07-04,Delhi,East Delhi,1700,0.62,0.47,0.76,22.0
2023-07-04,Delhi,North Delhi,3600,0.63,0.42,0.78,22.5
2023-07-04,Delhi,South Delhi,2700,0.63,0.43,0.75,21.4
2023-07-04,Gujarat,Ahmedabad,5600,0.46,0.3,0.57,13.8
2023-07-04,Gujarat,Rajkot,1300,0.44,0.28,0.57,13.1
2023-07-04,Gujarat,Surat,4500,0.45,0.32,0.56,14.2
2023-07-04,Gujarat,Vadodara,1700,0.42,0.31,0.57,14.2
2023-07-04,Karnataka,Bangalore,8400,0.5,0.35,0.6,16.2
2023-07-04,Karnataka,Hubli,950,0.49,0.35,0.58,16.2
2023-07-04,Karnataka,Mangalore,500,0.48,0.35,0.6,17.2
2023-07-04,Karnataka,Mysore,900,0.46,0.34,0.61,17.1
2023-07-04,Maharashtra,Mumbai,12500,0.57,0.39,0.72,19.9
2023-07-04,Maharashtra,Nagpur,2400,0.59,0.4,0.72,20.4
2023-07-04,Maharashtra,Pune,3100,0.59,0.38,0.71,20.8
2023-07-04,Maharashtra,Thane,1850,0.56,0.36,0.76,19.4
2023-07-04,Rajasthan,Jaipur,3100,0.47,0.41,0.62,15.6
2023-07-04,Rajasthan,Jodhpur,1000,0.47,0.37,0.62,16.3
2023-07-04,Rajasthan,Kota,1000,0.48,0.39,0.63,15.5
2023-07-04,Rajasthan,Udaipur,450,0.47,0.39,0.59,16.0
2023-07-04,Tamil Nadu,Chennai,7100,0.45,0.33,0.63,14.9
2023-07-04,Tamil Nadu,Coimbatore,1600,0.44,0.33,0.58,15.3
2023-07-04,Tamil Nadu,Madurai,1500,0.46,0.33,0.56,15.4
2023-07-04,Tamil Nadu,Salem,900,0.48,0.34,0.57,15.3
2023-07-04,Uttar Pradesh,Agra,1600,0.53,0.38,0.69,18.6
2023-07-04,Uttar Pradesh,Kanpur,2700,0.52,0.41,0.67,19.0
2023-07-04,Uttar Pradesh,Lucknow,2800,0.54,0.44,0.68,18.3
2023-07-04,Uttar Pradesh,Varanasi,1200,0.54,0.44,0.7,18.2
2023-07-04,West Bengal,Asansol,550,0.5,0.36,0.68,17.4
2023-07-04,West Bengal,Durgapur,600,0.53,0.35,0.66,17.2
2023-07-04,West Bengal,Howrah,1100,0.5,0.35,0.64,17.6
2023-07-04,West Bengal,Kolkata,4500,0.52,0.38,0.62,17.2
2023-07-05,Delhi,Central Delhi,1800,0.6,0.43,0.79,22.2
2023-07-05,Delhi,East Delhi,1700,0.64,0.43,0.72,22.7
2023-07-05,Delhi,North Delhi,3600,0.62,0.41,0.74,22.0
2023-07-05,Delhi,South Delhi,2700,0.6,0.41,0.75,20.9
2023-07-05,Gujarat,Ahmedabad,5600,0.45,0.34,0.55,14.1
2023-07-05,Gujarat,Rajkot,1300,0.45,0.28,0.54,13.3
2023-07-05,Gujarat,Surat,4500,0.44,0.32,0.54,14.4
2023-07-05,Gujarat,Vadodara,1700,0.47,0.31,0.54,14.5
2023-07-05,Karnataka,Bangalore,8400,0.47,0.36,0.65,15.4
2023-07-05,Karnataka,Hubli,950,0.5,0.33,0.63,17.1
2023-07-05,Karnataka,Mangalore,500,0.47,0.37,0.61,17.3
2023-07-05,Karnataka,Mysore,900,0.48,0.39,0.59,16.9
2023-07-05,Maharashtra,Mumbai,12500,0.57,0.4,0.73,19.9
2023-07-05,Maharashtra,Nagpur,2400,0.58,0.35,0.75,20.2
2023-07-05,Maharashtra,Pune,3100,0.56,0.39,0.73,19.6
2023-07-05,Maharashtra,Thane,1850,0.59,0.38,0.69,20.0
2023-07-05,Rajasthan,Jaipur,3100,0.48,0.38,0.58,16.2
2023-07-05,Rajasthan,Jodhpur,1000,0.47,0.4,0.61,16.1
2023-07-05,Rajasthan,Kota,1000,0.5,0.38,0.62,15.2
2023-07-05,Rajasthan,Udaipur,450,0.49,0.37,0.61,16.5
2023-07-05,Tamil Nadu,Chennai,7100,0.46,0.34,0.61,15.6
2023-07-05,Tamil Nadu,Coimbatore,1600,0.44,0.33,0.58,15.4
2023-07-05,Tamil Nadu,Madurai,1500,0.44,0.35,0.59,14.5
2023-07-05,Tamil Nadu,Salem,900,0.47,0.36,0.56,15.2
2023-07-05,Uttar Pradesh,Agra,1600,0.54,0.4,0.67,19.0
2023-07-05,Uttar Pradesh,Kanpur,2700,0.56,0.47,0.66,20.1
2023-07-05,Uttar Pradesh,Lucknow,2800,0.56,0.45,0.63,19.1
2023-07-05,Uttar Pradesh,Varanasi,1200,0.53,0.4,0.65,19.6
2023-07-05,West Bengal,Asansol,550,0.5,0.37,0.66,18.8
2023-07-05,West Bengal,Durgapur,600,0.51,0.38,0.65,18.1
2023-07-05,West Bengal,Howrah,1100,0.49,0.34,0.64,17.4
2023-07-05,West Bengal,Kolkata,4500,0.51,0.37,0.64,17.4
2023-07-06,Delhi,Central Delhi,1800,0.57,0.44,0.73,21.3
2023-07-06,Delhi,East Delhi,1700,0.61,0.41,0.77,22.3
2023-07-06,Delhi,North Delhi,3600,0.61,0.42,0.78,23.5
2023-07-06,Delhi,South Delhi,2700,0.66,0.43,0.78,21.4
2023-07-06,Gujarat,Ahmedabad,5600,0.42,0.32,0.55,14.3
2023-07-06,Gujarat,Rajkot,1300,0.44,0.3,0.59,14.5
2023-07-06,Gujarat,Surat,4500,0.45,0.29,0.54,14.3
2023-07-06,Gujarat,Vadodara,1700,0.44,0.28,0.57,14.2
2023-07-06,Karnataka,Bangalore,8400,0.46,0.33,0.6,16.6
2023-07-06,Karnataka,Hubli,950,0.48,0.36,0.67,16.4
2023-07-06,Karnataka,Mangalore,500,0.49,0.39,0.62,16.3
2023-07-06,Karnataka,Mysore,900,0.48,0.37,0.65,15.9
2023-07-06,Maharashtra,Mumbai,12500,0.55,0.4,0.69,21.2
2023-07-06,Maharashtra,Nagpur,2400,0.54,0.39,0.69,20.9
2023-07-06,Maharashtra,Pune,3100,0.59,0.41,0.71,20.3
2023-07-06,Maharashtra,Thane,1850,0.56,0.36,0.71,19.3
2023-07-06,Rajasthan,Jaipur,3100,0.46,0.38,0.61,16.0
2023-07-06,Rajasthan,Jodhpur,1000,0.47,0.35,0.62,15.7
2023-07-06,Rajasthan,Kota,1000,0.49,0.41,0.61,15.9
2023-07-06,Rajasthan,Udaipur,450,0.47,0.39,0.65,16.3
2023-07-06,Tamil Nadu,Chennai,7100,0.45,0.34,0.58,15.4
2023-07-06,Tamil Nadu,Coimbatore,1600,0.42,0.32,0.57,14.4
2023-07-06,Tamil Nadu,Madurai,1500,0.44,0.33,0.61,15.4
2023-07-06,Tamil Nadu,Salem,900,0.47,0.33,0.6,15.2
2023-07-06,Uttar Pradesh,Agra,1600,0.53,0.44,0.67,19.2
2023-07-06,Uttar Pradesh,Kanpur,2700,0.57,0.47,0.67,18.4
2023-07-06,Uttar Pradesh,Lucknow,2800,0.53,0.42,0.65,18.5
2023-07-06,Uttar Pradesh,Varanasi,1200,0.52,0.42,0.69,19.6
2023-07-06,West Bengal,Asansol,550,0.49,0.38,0.61,18.1
2023-07-06,West Bengal,Durgapur,600,0.5,0.33,0.67,17.1
2023-07-06,West Bengal,Howrah,1100,0.5,0.38,0.63,18.0
2023-07-06,West Bengal,Kolkata,4500,0.48,0.4,0.65,18.2
2023-07-07,Delhi,Central Delhi,1800,0.61,0.44,0.76,22.7
2023-07-07,Delhi,East Delhi,1700,0.63,0.44,0.77,20.9
2023-07-07,Delhi,North Delhi,3600,0.62,0.44,0.77,20.3
2023-07-07,Delhi,South Delhi,2700,0.61,0.44,0.75,21.7
2023-07-07,Gujarat,Ahmedabad,5600,0.45,0.29,0.57,14.1
2023-07-07,Gujarat,Rajkot,1300,0.4,0.33,0.54,14.0
2023-07-07,Gujarat,Surat,4500,0.44,0.33,0.54,13.8
2023-07-07,Gujarat,Vadodara,1700,0.46,0.34,0.54,14.2
2023-07-07,Karnataka,Bangalore,8400,0.48,0.35,0.63,17.5
2023-07-07,Karnataka,Hubli,950,0.47,0.33,0.61,16.1
2023-07-07,Karnataka,Mangalore,500,0.49,0.36,0.61,16.2
2023-07-07,Karnataka,Mysore,900,0.47,0.33,0.6,16.1
2023-07-07,Maharashtra,Mumbai,12500,0.57,0.39,0.71,20.8
2023-07-07,Maharashtra,Nagpur,2400,0.56,0.36,0.69,19.5
2023-07-07,Maharashtra,Pune,3100,0.57,0.38,0.73,20.8
2023-07-07,Maharashtra,Thane,1850,0.55,0.38,0.67,19.7
2023-07-07,Rajasthan,Jaipur,3100,0.48,0.42,0.6,16.5
2023-07-07,Rajasthan,Jodhpur,1000,0.48,0.39,0.61,15.6
2023-07-07,Rajasthan,Kota,1000,0.46,0.4,0.62,16.1
2023-07-07,Rajasthan,Udaipur,450,0.45,0.37,0.63,16.2
2023-07-07,Tamil Nadu,Chennai,7100,0.47,0.35,0.58,15.2
2023-07-07,Tamil Nadu,Coimbatore,1600,0.46,0.31,0.6,14.7
2023-07-07,Tamil Nadu,Madurai,1500,0.46,0.33,0.59,15.2
2023-07-07,Tamil Nadu,Salem,900,0.46,0.34,0.59,15.7
2023-07-07,Uttar Pradesh,Agra,1600,0.53,0.44,0.67,19.4
2023-07-07,Uttar Pradesh,Kanpur,2700,0.53,0.46,0.67,18.5
2023-07-07,Uttar Pradesh,Lucknow,2800,0.54,0.42,0.66,19.5
2023-07-07,Uttar Pradesh,Varanasi,1200,0.54,0.43,0.69,20.1
2023-07-07,West Bengal,Asansol,550,0.51,0.38,0.65,17.8
2023-07-07,West Bengal,Durgapur,600,0.52,0.33,0.65,18.5
2023-07-07,West Bengal,Howrah,1100,0.52,0.35,0.67,18.1
2023-07-07,West Bengal,Kolkata,4500,0.45,0.36,0.63,18.2
2023-07-08,Delhi,Central Delhi,1800,0.57,0.45,0.78,22.2
2023-07-08,Delhi,East Delhi,1700,0.64,0.46,0.79,22.0
2023-07-08,Delhi,North Delhi,3600,0.62,0.47,0.71,21.2
2023-07-08,Delhi,South Delhi,2700,0.68,0.48,0.82,22.3
2023-07-08,Gujarat,Ahmedabad,5600,0.41,0.3,0.56,14.9
2023-07-08,Gujarat,Rajkot,1300,0.41,0.33,0.53,14.6
2023-07-08,Gujarat,Surat,4500,0.46,0.31,0.54,13.9
2023-07-08,Gujarat,Vadodara,1700,0.45,0.32,0.58,13.5
2023-07-08,Karnataka,Bangalore,8400,0.5,0.36,0.61,16.6
2023-07-08,Karnataka,Hubli,950,0.49,0.37,0.62,16.5
2023-07-08,Karnataka,Mangalore,500,0.5,0.36,0.63,17.2
2023-07-08,Karnataka,Mysore,900,0.44,0.35,0.6,17.1
2023-07-08,Maharashtra,Mumbai,12500,0.54,0.36,0.69,19.3
2023-07-08,Maharashtra,Nagpur,2400,0.57,0.36,0.68,20.6
2023-07-08,Maharashtra,Pune,3100,0.56,0.38,0.71,20.0
2023-07-08,Maharashtra,Thane,1850,0.55,0.4,0.74,20.6
2023-07-08,Rajasthan,Jaipur,3100,0.49,0.42,0.6,15.5
2023-07-08,Rajasthan,Jodhpur,1000,0.5,0.4,0.6,16.5
2023-07-08,Rajasthan,Kota,1000,0.45,0.38,0.61,15.4
2023-07-08,Rajasthan,Udaipur,450,0.47,0.4,0.63,15.6
2023-07-08,Tamil Nadu,Chennai,7100,0.47,0.33,0.58,14.9
2023-07-08,Tamil Nadu,Coimbatore,1600,0.47,0.3,0.56,15.6
2023-07-08,Tamil Nadu,Madurai,1500,0.44,0.32,0.58,15.9
2023-07-08,Tamil Nadu,Salem,900,0.44,0.35,0.59,15.8
2023-07-08,Uttar Pradesh,Agra,1600,0.53,0.41,0.63,18.7
2023-07-08,Uttar Pradesh,Kanpur,2700,0.54,0.41,0.68,19.3
2023-07-08,Uttar Pradesh,Lucknow,2800,0.54,0.46,0.66,19.0
2023-07-08,Uttar Pradesh,Varanasi,1200,0.53,0.42,0.67,19.5
2023-07-08,West Bengal,Asansol,550,0.51,0.4,0.65,17.5
2023-07-08,West Bengal,Durgapur,600,0.52,0.35,0.64,18.0
2023-07-08,West Bengal,Howrah,1100,0.52,0.37,0.63,17.6
2023-07-08,West Bengal,Kolkata,4500,0.52,0.36,0.64,17.8
2023-07-09,Delhi,Central Delhi,1800,0.62,0.49,0.81,21.2
2023-07-09,Delhi,East Delhi,1700,0.59,0.43,0.78,21.5
2023-07-09,Delhi,North Delhi,3600,0.64,0.41,0.77,21.5
2023-07-09,Delhi,South Delhi,2700,0.6,0.39,0.78,20.7
2023-07-09,Gujarat,Ahmedabad,5600,0.44,0.29,0.6,14.6
2023-07-09,Gujarat,Rajkot,1300,0.44,0.3,0.6,14.1
2023-07-09,Gujarat,Surat,4500,0.44,0.31,0.52,14.0
2023-07-09,Gujarat,Vadodara,1700,0.44,0.34,0.53,14.4
2023-07-09,Karnataka,Bangalore,8400,0.46,0.34,0.62,17.5
2023-07-09,Karnataka,Hubli,950,0.49,0.33,0.61,16.9
2023-07-09,Karnataka,Mangalore,500,0.49,0.36,0.63,16.5
2023-07-09,Karnataka,Mysore,900,0.48,0.39,0.61,16.4
2023-07-09,Maharashtra,Mumbai,12500,0.59,0.37,0.69,20.0
2023-07-09,Maharashtra,Nagpur,2400,0.52,0.37,0.67,20.5
2023-07-09,Maharashtra,Pune,3100,0.55,0.37,0.7,21.2
2023-07-09,Maharashtra,Thane,1850,0.56,0.4,0.68,19.3
2023-07-09,Rajasthan,Jaipur,3100,0.49,0.38,0.64,15.4
2023-07-09,Rajasthan,Jodhpur,1000,0.52,0.41,0.61,15.9
2023-07-09,Rajasthan,Kota,1000,0.45,0.37,0.65,16.3
2023-07-09,Rajasthan,Udaipur,450,0.52,0.42,0.64,16.2
2023-07-09,Tamil Nadu,Chennai,7100,0.48,0.33,0.58,14.7
2023-07-09,Tamil Nadu,Coimbatore,1600,0.45,0.33,0.58,15.7
2023-07-09,Tamil Nadu,Madurai,1500,0.46,0.34,0.58,15.9
2023-07-09,Tamil Nadu,Salem,900,0.47,0.35,0.59,15.3
2023-07-09,Uttar Pradesh,Agra,1600,0.52,0.43,0.72,18.4
2023-07-09,Uttar Pradesh,Kanpur,2700,0.54,0.42,0.68,20.0
2023-07-09,Uttar Pradesh,Lucknow,2800,0.51,0.4,0.71,20.1
2023-07-09,Uttar Pradesh,Varanasi,1200,0.53,0.44,0.69,18.1
2023-07-09,West Bengal,Asansol,550,0.52,0.37,0.64,17.5
2023-07-09,West Bengal,Durgapur,600,0.52,0.36,0.62,17.7
2023-07-09,West Bengal,Howrah,1100,0.53,0.36,0.66,18.4
2023-07-09,West Bengal,Kolkata,4500,0.54,0.39,0.61,18.3
2023-07-10,Delhi,Central Delhi,1800,0.6,0.5,0.77,21.8
2023-07-10,Delhi,East Delhi,1700,0.65,0.5,0.76,21.3
2023-07-10,Delhi,North Delhi,3600,0.61,0.48,0.73,20.9
2023-07-10,Delhi,South Delhi,2700,0.62,0.4,0.77,21.5
2023-07-10,Gujarat,Ahmedabad,5600,0.45,0.35,0.54,14.6
2023-07-10,Gujarat,Rajkot,1300,0.44,0.29,0.54,14.5
2023-07-10,Gujarat,Surat,4500,0.42,0.3,0.54,14.6
2023-07-10,Gujarat,Vadodara,1700,0.45,0.32,0.56,14.8
2023-07-10,Karnataka,Bangalore,8400,0.5,0.35,0.63,16.9
2023-07-10,Karnataka,Hubli,950,0.51,0.38,0.59,17.6
2023-07-10,Karnataka,Mangalore,500,0.51,0.33,0.61,17.1
2023-07-10,Karnataka,Mysore,900,0.49,0.33,0.61,16.9
2023-07-10,Maharashtra,Mumbai,12500,0.58,0.41,0.69,20.3
2023-07-10,Maharashtra,Nagpur,2400,0.55,0.38,0.71,20.3
2023-07-10,Maharashtra,Pune,3100,0.56,0.38,0.67,20.8
2023-07-10,Maharashtra,Thane,1850,0.56,0.38,0.7,19.4
2023-07-10,Rajasthan,Jaipur,3100,0.48,0.41,0.63,15.5
2023-07-10,Rajasthan,Jodhpur,1000,0.48,0.39,0.62,16.4
2023-07-10,Rajasthan,Kota,1000,0.5,0.39,0.64,16.0
2023-07-10,Rajasthan,Udaipur,450,0.5,0.39,0.6,14.8
2023-07-10,Tamil Nadu,Chennai,7100,0.45,0.36,0.58,15.6
2023-07-10,Tamil Nadu,Coimbatore,1600,0.46,0.33,0.57,15.4
2023-07-10,Tamil Nadu,Madurai,1500,0.45,0.33,0.57,15.6
2023-07-10,Tamil Nadu,Salem,900,0.47,0.33,0.6,15.4
2023-07-10,Uttar Pradesh,Agra,1600,0.55,0.43,0.67,19.0
2023-07-10,Uttar Pradesh,Kanpur,2700,0.53,0.45,0.71,19.9
2023-07-10,Uttar Pradesh,Lucknow,2800,0.54,0.43,0.69,19.1
2023-07-10,Uttar Pradesh,Varanasi,1200,0.53,0.45,0.7,18.9
2023-07-10,West Bengal,Asansol,550,0.53,0.36,0.65,18.1
2023-07-10,West Bengal,Durgapur,600,0.51,0.37,0.63,17.9
2023-07-10,West Bengal,Howrah,1100,0.47,0.35,0.67,18.0
2023-07-10,West Bengal,Kolkata,4500,0.52,0.35,0.65,18.9
2023-07-11,Delhi,Central Delhi,1800,0.6,0.46,0.75,20.5
2023-07-11,Delhi,East Delhi,1700,0.59,0.47,0.77,22.7
2023-07-11,Delhi,North Delhi,3600,0.62,0.45,0.79,21.0
2023-07-11,Delhi,South Delhi,2700,0.63,0.44,0.77,21.8
2023-07-11,Gujarat,Ahmedabad,5600,0.46,0.33,0.57,14.1
2023-07-11,Gujarat,Rajkot,1300,0.43,0.3,0.55,14.2
2023-07-11,Gujarat,Surat,4500,0.42,0.32,0.55,14.8
2023-07-11,Gujarat,Vadodara,1700,0.41,0.32,0.56,14.8
2023-07-11,Karnataka,Bangalore,8400,0.5,0.35,0.61,17.3
2023-07-11,Karnataka,Hubli,950,0.49,0.35,0.65,16.4
2023-07-11,Karnataka,Mangalore,500,0.5,0.35,0.63,16.6
2023-07-11,Karnataka,Mysore,900,0.47,0.36,0.59,16.6
2023-07-11,Maharashtra,Mumbai,12500,0.56,0.39,0.71,19.9
2023-07-11,Maharashtra,Nagpur,2400,0.55,0.38,0.69,20.3
2023-07-11,Maharashtra,Pune,3100,0.55,0.41,0.73,21.0
2023-07-11,Maharashtra,Thane,1850,0.6,0.39,0.73,21.0
2023-07-11,Rajasthan,Jaipur,3100,0.47,0.39,0.62,16.1
2023-07-11,Rajasthan,Jodhpur,1000,0.51,0.36,0.61,15.8
2023-07-11,Rajasthan,Kota,1000,0.48,0.36,0.63,16.1
2023-07-11,Rajasthan,Udaipur,450,0.51,0.42,0.61,16.0
2023-07-11,Tamil Nadu,Chennai,7100,0.44,0.37,0.58,15.6
2023-07-11,Tamil Nadu,Coimbatore,1600,0.46,0.28,0.56,15.4
2023-07-11,Tamil Nadu,Madurai,1500,0.46,0.34,0.61,15.3
2023-07-11,Tamil Nadu,Salem,900,0.47,0.32,0.59,15.1
2023-07-11,Uttar Pradesh,Agra,1600,0.55,0.42,0.67,19.6
2023-07-11,Uttar Pradesh,Kanpur,2700,0.52,0.38,0.65,19.9
2023-07-11,Uttar Pradesh,Lucknow,2800,0.53,0.43,0.69,19.7
2023-07-11,Uttar Pradesh,Varanasi,1200,0.54,0.4,0.62,19.0
2023-07-11,West Bengal,Asansol,550,0.53,0.38,0.61,18.5
2023-07-11,West Bengal,Durgapur,600,0.52,0.42,0.65,17.8
2023-07-11,West Bengal,Howrah,1100,0.53,0.39,0.64,17.8
2023-07-11,West Bengal,Kolkata,4500,0.5,0.37,0.68,17.8
2023-07-12,Delhi,Central Delhi,1800,0.6,0.47,0.8,21.2
2023-07-12,Delhi,East Delhi,1700,0.66,0.48,0.79,21.7
2023-07-12,Delhi,North Delhi,3600,0.58,0.44,0.78,21.5
2023-07-12,Delhi,South Delhi,2700,0.57,0.45,0.78,22.0
2023-07-12,Gujarat,Ahmedabad,5600,0.44,0.28,0.55,14.3
2023-07-12,Gujarat,Rajkot,1300,0.45,0.32,0.57,14.9
2023-07-12,Gujarat,Surat,4500,0.43,0.3,0.58,14.8
2023-07-12,Gujarat,Vadodara,1700,0.47,0.3,0.56,14.7
2023-07-12,Karnataka,Bangalore,8400,0.48,0.38,0.61,16.3
2023-07-12,Karnataka,Hubli,950,0.49,0.37,0.63,16.7
2023-07-12,Karnataka,Mangalore,500,0.47,0.35,0.64,16.7
2023-07-12,Karnataka,Mysore,900,0.5,0.37,0.64,16.4
2023-07-12,Maharashtra,Mumbai,12500,0.54,0.38,0.68,19.2
